image_pathname,class
../datasets/animals-dataset/raw-img/cavallo/OIP-yTjhzk9bEA33_rJtS8VqAAHaGc.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-CNIkS7KhrlNHww2EbWBJpQHaFO.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-6-YKQVafWBQIKyVKelkergHaGu.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-g2eNPoQ4OB2-VPVOu1KX1QHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UzIqIyMlxop7TMUjKqB4iAHaEc.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-lS06W6bD81zXI1l_yxfwUAHaGv.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-q9dp2DVZybzog2hTNazPGQHaFS.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-3dtlmy4gdt-lmPFjwL5B5QHaFw.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-6dcXxaDUgFNz_qMbdTRg4QHaF2.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-bHMD2A1IqdWjCB5WHneAwgHaJV.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-QgbKCLRGZiPs5-ZKwj2HPgHaJQ.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-PoJnUioHSecRWPgdU8cxfQHaJ6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Nk0v1s6G88oZeXWgNAnNagAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-qPhgx8NC6K8IL0mhYZBmQwHaFK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-fuWuYUDCQ7a3canAakFX5gHaF7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-06WcjBZSznK_7nuBX_9XnQHaFs.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-oD5H3K05suvGmvMibxNVwgHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-l9hzy3iBaCNAwkrmgr5WpwHaFC.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-fIDyd9SGDyO7-gbm1PlAPAHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-oEgIsZB4qf52c0MRyVEsZgHaG-.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-fpfOlgy56YrbjVgm3h3IjwHaHU.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-EHJvRhY2gdrM31v0rByhywHaG1.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-_82Gy46U8XAWuoXiyps_iwHaE-.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-j4fXNF63jQ7-tGUGiwy7HwAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP--t9a1OF7ZiLvyVqOtird6AHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-ptTtB_aFOUuUd-fEn7gLVgHaJe.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-0iKiv4ZL7M2iiOOTvJsT_gHaGP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-ZF2axKBKZ3KReJUGQR5vZAHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-f5B6IUSm5c-SxWWDexNgUgEsEH.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Kgo2HcqC6HYh1FWI7I2byQHaGu.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-KqTIb7vjmTbspBQUAhNpwgHaGK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-k4WmYdJrA_mQioa0msbGHgHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-cWw8igBXZ7vydROulUPg8QHaFk.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-S-RQ0zckDF0Ge7ZMdC19-gAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-zHL-hANx1RAlnL_9kekd4wHaGY.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-zjDojM0WWCZ_2EYmhY9DlgHaEK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-PWL70lYKuVUs7No6C0KL4wHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-hiE3ESpuDAPZGMShzCJd0wAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-BI69Wnszwx2Rqlf2_O9B0AHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UKBMGP7HCu3ejMUmMiOb0QHaF8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-t_N1JTb3eWRpkktpRhFQkAAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-alLcZP7d9QEp_7lHt_rerQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HdFvXE5BxckSdbb2PLTXuwHaF7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-VgqDNVZIbLZ45mC71amHzAHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-kWM7byFgV8bYR1gfVxmFBQHaGU.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-fVK0WNvTbadfx3iu_h3-UwHaGG.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-GsA--QLnJUNPjCBJI-K8GgHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-WeH9hw8s4LxMyQYDP3S3fQHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-obaO6JoVUPq6EnTw4HjyAwHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-6rNvEnB9R9osB81-uLXDjgHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-GJXHdEHtaWtnQOBgvQpg6AHaFk.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-NHalG0PL4f_1o9j_Wmr2rAHaFk.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-xsAC6ySnO3BwfOe15K2OmwHaEe.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Pcr4UUzMoYYs9nm5gZpGwAHaJ4.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8BsEP_ejMEJXqrVmKBm9kwAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-aoQtvD5gg6MuriWSbQz7zAHaFk.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-41KfRBzs5_FGHFl9t-fYzAHaEp.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Jo8Kzk_dZLJ6PMvNWRpNgwHaD3.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-hdt-0_OfegQp3MCJehH2kgHaJC.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UhmiDaJwntE9lEdfNFKSrwHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-R0l7dQygIlZAj91bxP6t6wHaGi.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-4A6S2OpaOOqgEUKya7juPgDYEg.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-JN3ioyS8LMqcgwUTLj51uwHaFO.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-SPTMY4ehvNseLM0enE-s2gHaGP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-vVVAqIlaC8UlNB4i2LanlgHaGb.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-88cWzjrc7eUBPdFUVHXM-QHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-r6a7sfGeTn91iw0NYqFxbQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-jDQLYkmB1oKjOhh-o9fWIgHaE5.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-OF6FZebhN7NosXS-sAM25AHaFw.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UkWPD9tFdF_iCyhSX49E8QHaH2.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-ZwiQFqjVcJHwFrrik8Hr7wHaFi.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-IFddpP4Q5BuMMCEvg0TdngHaLF.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-OaLqj58xKG6kbqJ_LXrbQAHaF6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-yPPD3M1EmCOpAs5KnERxTAHaF9.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-3xr8X78QY3ZljfPkqKbF-QHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-yt-rH0g40LggjQVhi8segQHaFz.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-O4J1Ne58NEbX2ey9YK1y9QAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-9i-fqomB5O8got4VC2M9UAAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-mlDwOgUmQ665AQLjUQIsMQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-ENe8O81SpCXgICg0sARHXgHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-2frXGSzQwPYeG8EiS97BIgHaEs.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-11jTtu4_ICOX2FV0aWCungHaLn.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-nCCtsGFrGHcgGT5JaxYW8QHaF7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-CScXwQ47HMEFKcAwTbe11AHaF-.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-29sN2KSWNlkpMSXp_m6GVAAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HVmTIAQKHBA0s_Zz-GDR9AHaJQ.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-JPGR8NmkRwSjUhlqJhptIQHaFe.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Ppgy-ugvzu82WhwlUzMHMwHaFw.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-cNWSVaEtLuzaRRbnFe6sxAHaEK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-2F8c4kKO2JsL8cyB6Fpc1gHaGo.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-p8b4Tdm5hbwFth0QRPWGsQHaFl.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-sDZalLbnKVieMfaF6AuiDQAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-MnOVRFGfJ0oI3wtkbNX8AgHaGM.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-9N3Mfe7H_DoIOr5wQM-LhAHaFh.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP--gZsS7YbGvBLaXsRywLmBAHaFg.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-2gkZR0-nAI3zN9uJf5h-DAHaFv.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-c-sa6AmqO-JblHo-HtYjWQHaIS.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-9x-mFhIRoyk1SNYRdG1JswHaIy.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HQ6LKUfG0ziBuilqj8UEAwHaFC.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-1eFtOwCA-kROrD_O9R8eZQHaEr.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-BzvBVDzOVNGXeWkeXqy_gAHaKy.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-sBPBRUhZA4Qg8EaFY5vnLQHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-qRRIu8eDkOrU6olweysrQAHaGP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-b3VK6umYJCrEiJYXf0kI1QHaFb.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-uSmRUXh-uuUUKC2y7zWF5wHaGY.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-QiVRIPIhbLgFggcUX0SQsgHaEK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-0eICwwtlBJ2hseiAoQWoJgHaLH.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-cjW4NSw_ynPLYfux1jjvVAHaEu.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8bP2TggAbWRFu0-_gipw-QHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-MQzVRrBEw42oLBJjU74F7wHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-fMRROQfmER4lRfgK_qGpIQHaKu.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-lgYu2jpfGs0-au9jljRK6AHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-XFkY7tOeeU6Rrm1sJErYfQHaFq.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-gb1Oku4tddh4Ax7EI57KpgHaGy.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-5aZLICLNMP-GNH3GQqzLEgAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-1HIpfQhTSHrqBC0juDvlzQHaHj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-2Wf5QRiY6yhJzbw-fcFZ8AHaF4.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-ZEWHhpxBZZnlUolUFNEf8gHaFi.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-cTucz_88QCMahQW2h9mSjwHaEJ.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Y2esulvEAw1eDfWObCWCJAEsDh.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-nsInZjqnHAi2UbA5tw-BjAHaFl.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-JEIGg0ha5i1S5avwp3pRpQHaHw.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-o1NDKvAKSzUSZcYoPFYfzwHaFD.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-s40xdXSQY099gt1hLGlzAwHaFP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-zoUAGfrpjJabe0T5ISlb1gHaFK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UyA-Zst-oRDv8pnWxAv_ZQAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-PfzazZlyqJs4e-CIlPrQOAHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-MyxQ1kpdxX2q7HGg3Dxv2wHaFP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-hegW8hg8lSMAjqECCM6kWAHaD5.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UWr3WGsPs7JXnVeVsV5fQAHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-IJc-tspAUyF6SdeqoigzjwHaE_.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-P7oJL8nwMdWKJjHBdMG5bQHaFE.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-2N540RnNenrt5b2pgCTCzwHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-YUWyxmSzbuijioMF8UZwbQHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-jVn2bl4o4UkKhSkA3_tiXAAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-T-8Fcne6iCwigeUN-iSsIwHaLH.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HKHBQH_noKK4m6rkysPUlgHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Sy1UcpwDEMTwHIddyT9XoAHaEJ.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP--yZtOzsRTiAkhFj67ilZywHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8Syte9LuDFD4Hs9JtyQcUQAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HwrPFxCuuYME5-XcCqMupAHaFl.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-iFodq_iM7sGOmesEqV8-AAHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-TpvufDnIUIJDbJIR2VmNwAHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP---sK_NCo5VFiDavIY-pUdgHaFB.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Krk2Jkc6teRDDOVStfAQCQHaD4.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HQ8MxWOJNXC-gou-T-VL6gHaGn.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-PHavgaYnfvIMwgOhudwrjAHaFD.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-gzUee-RH-4IcP_UrEfVj7wHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-E5kBbLOrxagymRe7-eMQPgHaF_.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-KjQU4TGWc75NfFb9l59hmQHaF7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-VKucteNHYXjf-2lJ4xWp2QHaGQ.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-OaJBsbmjozfYYSvXuZojxQHaGe.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-2bLLXfOz0MSZNwkhwvEd4AHaGS.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-7-p5oW5nP9BzsNQKUXehSgHaLX.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-gbnXSX8jx9Zd7nFUwHkc0AHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-S7X5HHgkVhmJZpIhnoC6ogHaD-.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-CoioeQKOw183tG71cy1fJAAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-LcLhDI1ujIRE6vEbXFoLcQHaDG.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-FTFIfGzH8SwfDSpDj2e4jgHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-iaEuiHJkz-Athmie-awrlAHaD8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-PMsKPA-XRHMHSxcukyFOBgHaFP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8VKl5RwEOjsBOP2f8EE0IAHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-pxvnPf9QNC4yLzgwmz43rgHaG8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8ZodoTpKXyc7PAchnpehpwAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-MkL2CH1KWMMKoJrKEi4bSAHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-PIGyrg00DZFsWDxUSDdOowHaGi.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-DzSgzZLIsM5KHEVhgH1bRgHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-iES5s6LtEvHhmdionMpm0wAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-pBo0QRT7aQ2YOKtXiEeR_QHaGY.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-MPGvQgX0lOr7TGs2hvweOwHaGW.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-0vtpKebK5ID40DlWylXzfQEsDw.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-imEgzeGprjGVfXtQP_8EEAHaEs.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-dEfP5s6T0IbgG_2biwuqWQAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-uIL3iICAYE6B_mkRvUDQmQHaGp.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-HsgFXnpXwenx1h7I1ep0mQHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-pQ613UHOHpHE5nwxbYrUdwHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8g3H4nrpEpBUe0NyRnOgpQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-nKRVxWcKiAjEOCMXqhKXTAHaHo.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Zcwl0y0ivpwmEWW2w_S7DgHaE6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-UyBt99cG7gPsGTdw5FgBRQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-yVvcukdQ_jr7ugBIvMn_OAHaE7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-yJYH4mr8eU1-mQbfIh8bkAHaIF.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-XbD2fzr9b2yCC0wJ1YNOQgHaFB.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Mdig2TN0J_BAy8rBPMZg2gHaFK.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-p8o7y_T3D00yPh28csp1rAHaFk.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-4ENfbH9q-SXJK5OtwZp44gHaFs.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-P-lC2Fam7TG3vTuY65W6eQHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-oKwZqGUiJvFupyGSEClj3QHaGC.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-asgTsGNM_Vc-uri-ponzogHaFp.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-xjaXHdCZGkQbTuQdxhb6TwHaGX.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-V3ceQniGyeFjHs0N6Y11mgHaFI.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-cg2NHI1oovmuW_A9uFW0TQHaGQ.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-YMXD4HMK86ZOEmHoEuHMTwHaEs.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-l0NNO-OIxuctLAwqvhPE6gHaFi.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-g8aN_lbS7LBwfNzp4RBIEwHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-zVErTw8mSPohwjPxvw6ehgAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-u9slGe3LPiWnCPaDa94igQHaFp.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-jQhj53xnooqdLWzRDqUz5QHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Wf20SqZV2j7tmCIS2wfOJwHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-aKk4U-Hr2EzpMxSGjBEkiQHaLL.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-izGTtGE2Z8XH5Noh4jEjSwHaFw.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-6eq3QLerFdMuea3dUOXW2gHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-S2HpzpbWJbT6d3rBxXODSwHaD6.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-wbhdRGLOU9C1z8x2QdvPiQHaEp.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-rPapngt3-n37f6qunN8AewHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-xPm8S--gHdlkK593BTm8ZgHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-YotNOzwaT_j8OrIiuK6pTQHaF4.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-BSVNxHLYxVaOdqhutsGjdAHaGF.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Ie0ZTgrI_WPcV32byUsQWAHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-g-9xXJ2bM8ARvP7S0-dg0gHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-RZ9NrU8B1J3odb5A45TpVwHaG-.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-jNyt13TwEmiZAQu1rzYq4QAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-ad1-3D25T6JIcz_8Jt-PdAHaHa.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-XVnONsQuh6kWaIV5mcOGigHaFe.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-FVp4CIOl6X_s45q1F83PDwAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-KDQPuKT3e1jFI6LD614dHAHaGv.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-Tb8fqgflGU3HF5OMYsImugHaFH.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-B7WSGr63rA6WPOAsWiYKIwHaE9.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-xDU94QOoRoMsG24LuMImHgHaLB.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-9mSm2R5eNlOaOS2xF14iQgHaGP.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-V5POyTuUINe8RmYF2f8A7QHaKD.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-kvom2j-8xMCPEmG61G2SFAHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-H6puiXuzyZ1WJTlnolNACgHaE8.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-8xB0n6UD3TAu9YVMZm_XcwHaGe.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-E9C05TY5YIseilpL3eosNgHaF7.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-TqaPxbp_N8afT3bNiVPwbwHaFj.jpeg,horse
../datasets/animals-dataset/raw-img/cavallo/OIP-MGfxtnsNdpq8Wcoz4VlOXwAAAA.jpeg,horse
../datasets/animals-dataset/raw-img/elefante/ea35b80c2df2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,elephant
../datasets/animals-dataset/raw-img/elefante/OIP-WeiWP8gq6YEkYl58sXxZogHaEj.jpeg,elephant
../datasets/animals-dataset/raw-img/elefante/e132b10a2bf51c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,elephant
../datasets/animals-dataset/raw-img/elefante/OIP-t4wM7KtjIZzh5tIqGxxGFQHaFj.jpeg,elephant
../datasets/animals-dataset/raw-img/elefante/OIP-1vT13uZzPQicDrBGH2hqwwHaFt.jpeg,elephant
